,movie_id,movie_title,average_rating,rating_count,weighted_rating
1029,1030,"Beverly Hillbillies, The (1993)",2.25,20,45.0
1061,1062,Four Days in September (1997),3.75,12,45.0
1098,1099,"Red Firecracker, Green Firecracker (1994)",3.46,13,44.98
800,801,"Air Up There, The (1994)",2.81,16,44.96
1427,1428,SubUrbia (1997),3.67,12,44.04
724,725,Exit to Eden (1994),2.75,16,44.0
1312,1313,Palmetto (1998),3.14,14,43.96
1170,1171,Wild Reeds (1994),3.14,14,43.96
1262,1263,Foxfire (1996),2.93,15,43.95
888,889,"Tango Lesson, The (1997)",3.38,13,43.94
1191,1192,"Boys of St. Vincent, The (1993)",3.38,13,43.94
1238,1239,Cutthroat Island (1995),2.44,18,43.92
1279,1280,Gang Related (1997),2.69,16,43.04
533,534,Traveller (1997),3.31,13,43.03
1111,1112,Cobb (1994),2.8,15,42.0
1186,1187,Switchblade Sisters (1975),3.23,13,41.99
882,883,Telling Lies in America (1997),3.23,13,41.99
1231,1232,Madonna: Truth or Dare (1991),2.47,17,41.99
786,787,Roommates (1995),3.23,13,41.99
713,714,Carrington (1995),3.23,13,41.99
1182,1183,"Cowboy Way, The (1994)",2.21,19,41.99
1403,1404,Withnail and I (1987),3.23,13,41.99
1302,1303,"Getaway, The (1994)",2.33,18,41.94
262,263,Steel (1997),2.16,19,41.040000000000006
1184,1185,In the Army Now (1994),2.28,18,41.04
1482,1483,"Man in the Iron Mask, The (1998)",3.42,12,41.04
1210,1211,Blue Sky (1994),3.42,12,41.04
1168,1169,Fresh (1994),4.1,10,41.0
997,998,Cabin Boy (1994),2.56,16,40.96
1272,1273,Color of Night (1994),2.73,15,40.95
1280,1281,Manny & Lo (1996),3.15,13,40.949999999999996
858,859,April Fool's Day (1986),2.67,15,40.05
700,701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10,40.0
1310,1311,Waiting to Exhale (1995),2.5,16,40.0
1153,1154,Alphaville (1965),3.33,12,39.96
393,394,Radioland Murders (1994),3.33,12,39.96
1158,1159,Stalker (1979),3.55,11,39.05
953,954,Unzipped (1995),3.55,11,39.05
1166,1167,"Sum of Us, The (1994)",3.55,11,39.05
1268,1269,Love in the Afternoon (1957),3.9,10,39.0
699,700,Miami Rhapsody (1995),2.6,15,39.0
1206,1207,Jade (1995),2.29,17,38.93
1139,1140,"Road to Wellville, The (1994)",2.29,17,38.93
966,967,Little Lord Fauntleroy (1936),3.17,12,38.04
1165,1166,Love & Human Remains (1993),3.17,12,38.04
1468,1469,Tom and Huck (1995),3.17,12,38.04
1067,1068,"Star Maker, The (Uomo delle stelle, L') (1995)",3.17,12,38.04
1265,1266,Bread and Chocolate (Pane e cioccolata) (1973),3.17,12,38.04
592,593,Stalingrad (1993),3.17,12,38.04
1192,1193,Before the Rain (Pred dozhdot) (1994),3.8,10,38.0
861,862,Jingle All the Way (1996),2.11,18,37.98
694,695,Kicking and Screaming (1995),2.92,13,37.96
1160,1161,Palookaville (1996),2.92,13,37.96
1208,1209,Mixed Nuts (1994),2.53,15,37.949999999999996
112,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.11,9,36.99
1224,1225,Angus (1995),2.64,14,36.96
1448,1449,Pather Panchali (1955),4.62,8,36.96
1189,1190,That Old Feeling (1997),3.36,11,36.96
785,786,"Perez Family, The (1995)",2.64,14,36.96
1517,1518,Losing Isaiah (1995),3.0,12,36.0
982,983,"Rich Man's Wife, The (1996)",2.4,15,36.0
589,590,Hellraiser: Bloodline (1996),2.0,18,36.0
1374,1375,"Cement Garden, The (1993)",3.6,10,36.0
859,860,"Believers, The (1987)",2.25,16,36.0
1194,1195,Strawberry and Chocolate (Fresa y chocolate) (1993),3.27,11,35.97
757,758,Lawnmower Man 2: Beyond Cyberspace (1996),1.71,21,35.91
893,894,Home Alone 3 (1997),1.89,19,35.91
995,996,"Big Green, The (1995)",2.5,14,35.0
792,793,Crooklyn (1994),3.5,10,35.0
360,361,Incognito (1997),3.5,10,35.0
1420,1421,My Crazy Life (Mi vida loca) (1993),3.18,11,34.980000000000004
1127,1128,Heidi Fleiss: Hollywood Madam (1995) ,2.69,13,34.97
827,828,Alaska (1996),2.69,13,34.97
352,353,Deep Rising (1998),2.43,14,34.02
892,893,For Richer or Poorer (1997),2.43,14,34.02
725,726,Fluke (1995),2.43,14,34.02
1523,1524,Kaspar Hauser (1993),4.25,8,34.0
1000,1001,"Stupids, The (1996)",2.0,17,34.0
340,341,Critical Care (1997),3.09,11,33.989999999999995
1014,1015,Shiloh (1997),2.83,12,33.96
1248,1249,For Love or Money (1993),2.83,12,33.96
1296,1297,Love Affair (1994),2.83,12,33.96
1418,1419,Highlander III: The Sorcerer (1994),2.12,16,33.92
996,997,Stuart Saves His Family (1995),2.12,16,33.92
1297,1298,"Band Wagon, The (1953)",3.67,9,33.03
1290,1291,Celtic Pride (1996),2.2,15,33.0
1084,1085,Carried Away (1996),3.0,11,33.0
573,574,Boxing Helena (1993),2.2,15,33.0
1267,1268,Bitter Moon (1992),3.3,10,33.0
535,536,Ponette (1996),3.3,10,33.0
1113,1114,Faithful (1996),3.3,10,33.0
1250,1251,A Chef in Love (1996),4.12,8,32.96
1229,1230,Ready to Wear (Pret-A-Porter) (1994),1.83,18,32.94
1223,1224,"Scout, The (1994)",2.67,12,32.04
847,848,"Murder, My Sweet (1944)",3.56,9,32.04
1472,1473,"Little Princess, The (1939)",3.56,9,32.04
1126,1127,"Truman Show, The (1998)",2.91,11,32.010000000000005
620,621,"Davy Crockett, King of the Wild Frontier (1955)",2.91,11,32.010000000000005
389,390,Fear of a Black Hat (1993),3.2,10,32.0
1054,1055,"Simple Twist of Fate, A (1994)",3.2,10,32.0
1055,1056,Cronos (1992),3.2,10,32.0
359,360,Wonderland (1997),3.2,10,32.0
452,453,Jaws 3-D (1983),1.94,16,31.04
1399,1400,Picture Bride (1995),3.1,10,31.0
1502,1503,Gold Diggers: The Secret of Bear Mountain (1995),3.1,10,31.0
898,899,"Winter Guest, The (1997)",3.44,9,30.96
266,267,unknown,3.44,9,30.96
396,397,Striking Distance (1993),2.58,12,30.96
1181,1182,Cops and Robbersons (1994),2.31,13,30.03
913,914,Wild Things (1998),2.73,11,30.03
555,556,Wild Bill (1995),2.5,12,30.0
999,1000,Lightning Jack (1994),3.0,10,30.0
697,698,"Browning Version, The (1994)",3.0,10,30.0
1091,1092,Dear God (1996),2.5,12,30.0
1614,1615,Warriors of Virtue (1997),3.0,10,30.0
1147,1148,Tom & Viv (1994),3.33,9,29.97
1140,1141,"War Room, The (1993)",3.33,9,29.97
963,964,"Month by the Lake, A (1995)",3.33,9,29.97
591,592,True Crime (1995),3.33,9,29.97
1334,1335,American Buffalo (1996),2.64,11,29.040000000000003
1093,1094,"Thin Line Between Love and Hate, A (1996)",2.42,12,29.04
884,885,Phantoms (1998),2.23,13,28.99
1087,1088,Double Team (1997),2.23,13,28.99
775,776,Three Wishes (1995),3.22,9,28.98
1281,1282,"Grass Harp, The (1995)",3.22,9,28.98
1619,1620,"Sixth Man, The (1997)",3.22,9,28.98
1261,1262,Walking and Talking (1996),3.62,8,28.96
102,103,All Dogs Go to Heaven 2 (1996),1.87,15,28.05
1201,1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5,8,28.0
1028,1029,Jury Duty (1995),2.0,14,28.0
998,999,Clean Slate (1994),2.8,10,28.0
1539,1540,"Amazing Panda Adventure, The (1995)",2.8,10,28.0
17,18,"White Balloon, The (1995)",2.8,10,28.0
1003,1004,Geronimo: An American Legend (1993),3.11,9,27.99
765,766,Man of the Year (1995),3.11,9,27.99
1149,1150,Last Dance (1996),3.11,9,27.99
1228,1229,Poison Ivy II (1995),2.15,13,27.95
35,36,Mad Love (1995),2.15,13,27.95
376,377,Heavyweights (1994),2.15,13,27.95
1251,1252,"Contempt (M�pris, Le) (1963)",3.0,9,27.0
1075,1076,"Pagemaster, The (1994)",2.25,12,27.0
911,912,U.S. Marshalls (1998),3.0,9,27.0
1313,1314,Surviving the Game (1994),2.45,11,26.950000000000003
1164,1165,Big Bully (1996),1.86,14,26.040000000000003
666,667,Audrey Rose (1977),2.17,12,26.04
547,548,"NeverEnding Story III, The (1994)",2.17,12,26.04
1278,1279,Wild America (1997),2.89,9,26.01
1173,1174,Caught (1996),3.25,8,26.0
969,970,Hear My Song (1991),3.25,8,26.0
1425,1426,Grace of My Heart (1996),3.25,8,26.0
1424,1425,I'll Do Anything (1994),2.6,10,26.0
781,782,Little Odessa (1994),2.6,10,26.0
1380,1381,Losing Chase (1996),3.25,8,26.0
1461,1462,"Thieves (Voleurs, Les) (1996)",3.71,7,25.97
1455,1456,Beat the Devil (1954),3.71,7,25.97
1242,1243,Night Flier (1997),3.71,7,25.97
423,424,Children of the Corn: The Gathering (1996),1.32,19,25.080000000000002
869,870,Touch (1997),2.78,9,25.02
806,807,Poetic Justice (1993),2.78,9,25.02
1183,1184,"Endless Summer 2, The (1994)",2.5,10,25.0
1180,1181,"Low Down Dirty Shame, A (1994)",2.5,10,25.0
1179,1180,I Love Trouble (1994),2.5,10,25.0
790,791,"Baby-Sitters Club, The (1995)",2.5,10,25.0
1433,1434,Shooting Fish (1997),2.5,10,25.0
145,146,Unhook the Stars (1996),2.5,10,25.0
1557,1558,Aparajito (1956),3.57,7,24.99
1458,1459,Madame Butterfly (1995),3.57,7,24.99
1479,1480,Herbie Rides Again (1974),2.27,11,24.97
373,374,Mighty Morphin Power Rangers: The Movie (1995),2.27,11,24.97
1076,1077,Love and a .45 (1994),3.12,8,24.96
1237,1238,Full Speed (1996),3.12,8,24.96
1144,1145,Blue Chips (1994),2.67,9,24.03
1110,1111,Double Happiness (1994),3.43,7,24.01
1074,1075,"Man of No Importance, A (1994)",3.43,7,24.01
916,917,Mercury Rising (1998),3.43,7,24.01
1511,1512,"World of Apu, The (Apur Sansar) (1959)",4.0,6,24.0
1438,1439,Jason's Lyric (1994),3.0,8,24.0
1465,1466,Margaret's Museum (1995),4.0,6,24.0
917,918,City of Angels (1998),3.0,8,24.0
1042,1043,Rent-a-Kid (1995),3.0,8,24.0
1298,1299,Penny Serenade (1941),3.0,8,24.0
866,867,"Whole Wide World, The (1996)",4.0,6,24.0
758,759,Fair Game (1995),2.18,11,23.98
34,35,Free Willy 2: The Adventure Home (1995),2.18,11,23.98
766,767,"Addiction, The (1995)",2.18,11,23.98
802,803,Heaven & Earth (1993),2.56,9,23.04
803,804,Jimmy Hollywood (1994),2.88,8,23.04
900,901,Mr. Magoo (1997),1.92,12,23.04
1474,1475,Bhaji on the Beach (1993),2.88,8,23.04
1263,1264,Nothing to Lose (1994),3.29,7,23.03
1199,1200,Kim (1950),3.29,7,23.03
934,935,Paradise Road (1997),3.29,7,23.03
1530,1531,Far From Home: The Adventures of Yellow Dog (1995),3.29,7,23.03
883,884,Year of the Horse (1997),3.29,7,23.03
439,440,Amityville II: The Possession (1982),1.64,14,22.959999999999997
1367,1368,Mina Tannenbaum (1994),3.67,6,22.02
1412,1413,Street Fighter (1994),2.75,8,22.0
1080,1081,Curdled (1996),2.75,8,22.0
1478,1479,Reckless (1995),2.75,8,22.0
1293,1294,Ayn Rand: A Sense of Life (1997),3.14,7,21.98
1513,1514,Dream With the Fishes (1997),3.14,7,21.98
1197,1198,Purple Noon (1960),3.14,7,21.98
975,976,Solo (1996),1.83,12,21.96
445,446,Burnt Offerings (1976),2.44,9,21.96
1470,1471,Hideaway (1995),2.44,9,21.96
544,545,Vampire in Brooklyn (1995),1.83,12,21.96
1414,1415,"Next Karate Kid, The (1994)",2.44,9,21.96
668,669,Body Parts (1991),1.62,13,21.060000000000002
1236,1237,Twisted (1996),3.5,6,21.0
1311,1312,"Pompatus of Love, The (1996)",3.0,7,21.0
1232,1233,N�nette et Boni (1996),3.5,6,21.0
73,74,Faster Pussycat! Kill! Kill! (1965),3.0,7,21.0
1395,1396,Stonewall (1995),4.2,5,21.0
1287,1288,Denise Calls Up (1995),3.0,7,21.0
1366,1367,Faust (1994),4.2,5,21.0
1336,1337,Larger Than Life (1996),2.33,9,20.97
1299,1300,'Til There Was You (1997),2.33,9,20.97
1099,1100,What Happened Was... (1994),2.62,8,20.96
1081,1082,Female Perversions (1996),2.62,8,20.96
1408,1409,"Swan Princess, The (1994)",2.86,7,20.02
1378,1379,Love and Other Catastrophes (1996),2.86,7,20.02
1253,1254,Gone Fishin' (1997),1.82,11,20.02
1275,1276,Sunset Park (1996),2.5,8,20.0
554,555,White Man's Burden (1995),2.0,10,20.0
797,798,Bad Company (1995),2.22,9,19.98
1325,1326,Boys (1996),3.33,6,19.98
1387,1388,Gabbeh (1996),3.33,6,19.98
1467,1468,"Cure, The (1995)",3.33,6,19.98
1404,1405,Boy's Life 2 (1997),3.33,6,19.98
295,296,"Promesse, La (1996)",3.33,6,19.98
1226,1227,"Awfully Big Adventure, An (1995)",2.38,8,19.04
1233,1234,Chairman of the Board (1998),2.38,8,19.04
1273,1274,Robocop 3 (1993),1.73,11,19.03
1327,1328,Of Love and Shadows (1994),3.17,6,19.02
1590,1591,Duoluo tianshi (1995),3.17,6,19.02
926,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",3.17,6,19.02
867,868,Hearts and Minds (1996),3.8,5,19.0
1300,1301,Stripes (1981),3.8,5,19.0
1392,1393,Stag (1997),2.11,9,18.99
1178,1179,Man of the House (1995),2.11,9,18.99
33,34,"Doom Generation, The (1995)",2.71,7,18.97
1270,1271,North (1994),2.71,7,18.97
1315,1316,"Horse Whisperer, The (1998)",2.71,7,18.97
1494,1495,Flirt (1995),3.6,5,18.0
1002,1003,That Darn Cat! (1997),2.25,8,18.0
1436,1437,House Party 3 (1994),2.0,9,18.0
1591,1592,"Magic Hour, The (1998)",3.6,5,18.0
1254,1255,Broken English (1996),2.25,8,18.0
36,37,Nadja (1994),2.25,8,18.0
1215,1216,Kissed (1996),3.0,6,18.0
1213,1214,In the Realm of the Senses (Ai no corrida) (1976),2.0,9,18.0
1453,1454,Angel and the Badman (1947),3.0,6,18.0
1204,1205,"Secret Agent, The (1996)",3.0,6,18.0
1335,1336,Kazaam (1996),1.8,10,18.0
118,119,Maya Lin: A Strong Clear Vision (1994),4.5,4,18.0
1434,1435,"Steal Big, Steal Little (1995)",2.57,7,17.99
1440,1441,Moonlight and Valentino (1995),2.57,7,17.99
1294,1295,Kicked in the Head (1997),2.57,7,17.99
1172,1173,Bliss (1997),2.57,7,17.99
1252,1253,"Tie That Binds, The (1995)",2.43,7,17.01
1393,1394,Swept from the Sea (1997),2.43,7,17.01
1521,1522,Trial by Jury (1994),2.43,7,17.01
1526,1527,Senseless (1998),2.43,7,17.01
1071,1072,"Pyromaniac's Love Story, A (1995)",2.43,7,17.01
1304,1305,National Lampoon's Senior Trip (1995),2.43,7,17.01
1101,1102,Two Much (1996),2.43,7,17.01
1398,1399,Stranger in the House (1997),2.43,7,17.01
1124,1125,"Innocents, The (1961)",4.25,4,17.0
1063,1064,Crossfire (1947),4.25,4,17.0
1405,1406,When Night Is Falling (1995),3.4,5,17.0
1174,1175,Hugo Pool (1997),3.4,5,17.0
1086,1087,Bloodsport 2 (1995),1.7,10,17.0
1137,1138,Best Men (1997),3.4,5,17.0
1301,1302,Late Bloomers (1996),3.4,5,17.0
1430,1431,Legal Deceit (1997),3.4,5,17.0
1211,1212,Flesh and Bone (1993),2.83,6,16.98
1473,1474,Nina Takes a Lover (1994),2.83,6,16.98
1030,1031,Lassie (1994),2.29,7,16.03
993,994,"Last Time I Committed Suicide, The (1997)",2.29,7,16.03
1269,1270,Life with Mikey (1993),2.29,7,16.03
705,706,Bad Moon (1996),2.67,6,16.02
890,891,Bent (1997),2.67,6,16.02
1385,1386,Tetsuo II: Body Hammer (1992),2.67,6,16.02
1354,1355,Infinity (1996),2.67,6,16.02
1240,1241,"Van, The (1996)",2.67,6,16.02
1536,1537,Cosi (1996),4.0,4,16.0
1157,1158,"Fille seule, La (A Single Girl) (1995)",4.0,4,16.0
1510,1511,Children of the Revolution (1996),3.2,5,16.0
1343,1344,"Story of Xinghua, The (1993)",3.2,5,16.0
798,799,Boys Life (1995),3.2,5,16.0
849,850,"Perfect Candidate, A (1996)",4.0,4,16.0
1396,1397,Of Human Bondage (1934),3.2,5,16.0
1001,1002,"Pest, The (1997)",1.88,8,15.04
1599,1600,Guantanamera (1994),3.75,4,15.0
1082,1083,Albino Alligator (1996),2.5,6,15.0
1596,1597,Romper Stomper (1992),3.0,5,15.0
1597,1598,City of Industry (1997),2.5,6,15.0
1611,1612,"Leading Man, The (1996)",3.75,4,15.0
850,851,Two or Three Things I Know About Her (1966),3.75,4,15.0
1188,1189,Prefontaine (1997),5.0,3,15.0
1439,1440,Above the Rim (1994),3.0,5,15.0
74,75,Brother Minister: The Assassination of Malcolm X (1994),3.0,5,15.0
1500,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0,5,15.0
1627,1628,Lamerica (1994),3.75,4,15.0
1292,1293,Star Kid (1997),5.0,3,15.0
1642,1643,Angel Baby (1995),3.75,4,15.0
1442,1443,8 Seconds (1994),3.75,4,15.0
1150,1151,Original Gangstas (1996),2.14,7,14.98
1375,1376,Meet Wally Sparks (1997),2.14,7,14.98
1288,1289,Jack and Sarah (1995),2.14,7,14.98
980,981,Dangerous Ground (1997),1.75,8,14.0
1426,1427,Drunks (1995),2.8,5,14.0
1384,1385,Roseanna's Grave (For Roseanna) (1997),2.8,5,14.0
1222,1223,King of the Hill (1993),3.5,4,14.0
1528,1529,Underground (1995),2.8,5,14.0
1495,1496,Carpool (1996),2.8,5,14.0
1516,1517,Race the Sun (1996),2.8,5,14.0
972,973,Grateful Dead (1995),3.5,4,14.0
1332,1333,Midnight Dancers (Sibak) (1994),2.8,5,14.0
1484,1485,"Colonel Chabert, Le (1994)",3.5,4,14.0
1394,1395,Hurricane Streets (1998),2.33,6,13.98
1379,1380,Hollow Reed (1996),2.33,6,13.98
1321,1322,Metisse (Caf� au Lait) (1993),2.33,6,13.98
1176,1177,Dunston Checks In (1996),1.86,7,13.020000000000001
1212,1213,Guilty as Sin (1993),2.17,6,13.02
667,668,Blood Beach (1981),2.17,6,13.02
1533,1534,Twin Town (1997),2.17,6,13.02
1163,1164,Zeus and Roxanne (1997),2.17,6,13.02
1469,1470,Gumby: The Movie (1995),2.6,5,13.0
1241,1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6,5,13.0
1260,1261,"Run of the Country, The (1995)",3.25,4,13.0
1376,1377,Hotel de Love (1996),3.25,4,13.0
1554,1555,"Secret Adventures of Tom Thumb, The (1993)",2.6,5,13.0
1352,1353,1-900 (1994),2.6,5,13.0
625,626,So Dear to My Heart (1949),3.25,4,13.0
1663,1664,8 Heads in a Duffel Bag (1997),3.25,4,13.0
1498,1499,Grosse Fatigue (1994),3.25,4,13.0
1638,1639,Bitter Sugar (Azucar Amargo) (1996),4.33,3,12.99
1190,1191,"Letter From Death Row, A (1998)",4.33,3,12.99
1520,1521,Mr. Wonderful (1993),3.0,4,12.0
1515,1516,"Wedding Gift, The (1994)",4.0,3,12.0
1441,1442,"Scarlet Letter, The (1995)",2.4,5,12.0
1382,1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",2.0,6,12.0
1622,1623,"C�r�monie, La (1995)",4.0,3,12.0
1487,1488,Germinal (1993),3.0,4,12.0
1604,1605,Love Serenade (1996),3.0,4,12.0
1534,1535,"Enfer, L' (1994)",3.0,4,12.0
1588,1589,Schizopolis (1996),3.0,4,12.0
1415,1416,No Escape (1994),2.4,5,12.0
1437,1438,Panther (1995),2.4,5,12.0
821,822,Faces (1968),3.0,4,12.0
665,666,Blood For Dracula (Andy Warhol's Dracula) (1974),2.4,5,12.0
1330,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0,4,12.0
642,643,The Innocent (1994),3.0,4,12.0
1345,1346,Dingo (1992),2.4,5,12.0
593,594,Heavy (1995),2.4,5,12.0
1107,1108,Feast of July (1995),2.4,5,12.0
1105,1106,"Newton Boys, The (1998)",3.0,4,12.0
991,992,Head Above Water (1996),3.0,4,12.0
1103,1104,C'est arriv� pr�s de chez vous (1992),3.0,4,12.0
1323,1324,Loaded (1994),2.4,5,12.0
1447,1448,My Favorite Season (1993),3.67,3,11.01
1505,1506,Nelly & Monsieur Arnaud (1995),3.67,3,11.01
1503,1504,"Bewegte Mann, Der (1994)",3.67,3,11.01
1143,1144,"Quiet Room, The (1996)",3.67,3,11.01
1122,1123,"Last Time I Saw Paris, The (1954)",3.67,3,11.01
1417,1418,"Joy Luck Club, The (1993)",3.67,3,11.01
1401,1402,"Ciao, Professore! (1993)",2.75,4,11.0
1402,1403,Caro Diario (Dear Diary) (1994),2.75,4,11.0
1346,1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",2.75,4,11.0
1428,1429,Sliding Doors (1998),2.75,4,11.0
1409,1410,Harlem (1993),2.75,4,11.0
837,838,In the Line of Duty 2 (1987),2.75,4,11.0
1488,1489,Chasers (1994),2.2,5,11.0
1259,1260,Total Eclipse (1995),2.75,4,11.0
1368,1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",2.75,4,11.0
1552,1553,"Underneath, The (1995)",2.75,4,11.0
756,757,Across the Sea of Time (1995),2.75,4,11.0
1559,1560,Clean Slate (Coup de Torchon) (1981),2.75,4,11.0
919,920,Two Bits (1995),2.2,5,11.0
1377,1378,Rhyme & Reason (1997),2.2,5,11.0
1444,1445,Ladybird Ladybird (1994),2.75,4,11.0
1245,1246,Bushwhacked (1995),1.57,7,10.99
1246,1247,Bad Girls (1994),1.83,6,10.98
1411,1412,Land Before Time III: The Time of the Great Giving (1995) (V),1.67,6,10.02
1529,1530,Jefferson in Paris (1995),2.0,5,10.0
910,911,Twilight (1998),2.5,4,10.0
1391,1392,"Locusts, The (1997)",2.0,5,10.0
1544,1545,Frankie Starlight (1995),2.5,4,10.0
1499,1500,Santa with Muscles (1996),5.0,2,10.0
1486,1487,Even Cowgirls Get the Blues (1993),2.0,5,10.0
1274,1275,Killer (Bulletproof Heart) (1994),2.5,4,10.0
1025,1026,"Lay of the Land, The (1997)",2.5,4,10.0
1329,1330,An Unforgettable Summer (1994),2.5,4,10.0
1466,1467,"Saint of Fort Washington, The (1993)",5.0,2,10.0
986,987,Underworld (1997),2.5,4,10.0
838,839,Loch Ness (1995),2.5,4,10.0
1606,1607,Hurricane Streets (1998),3.33,3,9.99
1601,1602,"Price Above Rubies, A (1998)",3.33,3,9.99
1185,1186,"Inkwell, The (1994)",3.33,3,9.99
1462,1463,"Boys, Les (1997)",3.33,3,9.99
1154,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.33,3,9.99
1593,1594,Everest (1998),4.5,2,9.0
246,247,Turbo: A Power Rangers Movie (1997),1.8,5,9.0
1271,1272,Talking About Sex (1994),1.8,5,9.0
1641,1642,Some Mother's Son (1996),4.5,2,9.0
1421,1422,Suture (1993),2.25,4,9.0
1422,1423,"Walking Dead, The (1995)",2.25,4,9.0
1657,1658,"Substance of Fire, The (1996)",3.0,3,9.0
1388,1389,Mondo (1996),3.0,3,9.0
1607,1608,Buddy (1997),2.25,4,9.0
597,598,"Big Squeeze, The (1996)",2.25,4,9.0
1489,1490,Fausto (1993),3.0,3,9.0
1537,1538,All Over Me (1997),3.0,3,9.0
1397,1398,Anna (1996),4.5,2,9.0
1195,1196,"Savage Nights (Nuits fauves, Les) (1992)",3.0,3,9.0
1337,1338,Two Deaths (1995),2.25,4,9.0
1371,1372,"Stranger, The (1994)",3.0,3,9.0
1249,1250,Best of the Best 3: No Turning Back (1995),1.5,6,9.0
1356,1357,For the Moment (1994),2.67,3,8.01
1483,1484,"Jerky Boys, The (1994)",2.67,3,8.01
816,817,Frisk (1995),2.67,3,8.01
1322,1323,"Wooden Man's Bride, The (Wu Kui) (1994)",2.67,3,8.01
1026,1027,"Shooter, The (1995)",2.67,3,8.01
1543,1544,It Takes Two (1995),2.67,3,8.01
1369,1370,I Can't Sleep (J'ai pas sommeil) (1994),2.67,3,8.01
1355,1356,Ed's Next Move (1996),2.67,3,8.01
1360,1361,"Search for One-eye Jimmy, The (1996)",2.67,3,8.01
1095,1096,Commandments (1997),2.67,3,8.01
1628,1629,Nico Icon (1995),4.0,2,8.0
1258,1259,Pie in the Sky (1995),2.0,4,8.0
1079,1080,Celestial Clockwork (1994),4.0,2,8.0
1449,1450,Golden Earrings (1947),4.0,2,8.0
1508,1509,Getting Even with Dad (1994),1.6,5,8.0
909,910,Nil By Mouth (1997),2.0,4,8.0
1161,1162,Phat Beach (1996),1.6,5,8.0
1316,1317,"Journey of August King, The (1995)",2.0,4,8.0
1381,1382,"Bonheur, Le (1965)",2.0,4,8.0
1286,1287,Ed (1996),1.33,6,7.98
437,438,Amityville 3-D (1983),1.17,6,7.02
1256,1257,"Designated Mourner, The (1997)",1.75,4,7.0
1538,1539,Being Human (1993),1.75,4,7.0
1471,1472,"Visitors, The (Visiteurs, Les) (1993)",3.5,2,7.0
1318,1319,"Neon Bible, The (1995)",1.75,4,7.0
1630,1631,"Slingshot, The (1993)",3.5,2,7.0
1655,1656,Little City (1998),3.5,2,7.0
103,104,Theodore Rex (1995),1.4,5,7.0
1645,1646,Men With Guns (1997),3.5,2,7.0
1540,1541,"Beans of Egypt, Maine, The (1994)",3.5,2,7.0
1326,1327,Captives (1994),2.33,3,6.99
1527,1528,Nowhere (1997),2.33,3,6.99
860,861,Nosferatu a Venezia (1986),2.33,3,6.99
1621,1622,"Paris, France (1993)",2.33,3,6.99
1429,1430,Ill Gotten Gains (1997),2.33,3,6.99
1463,1464,"Stars Fell on Henrietta, The (1995)",2.33,3,6.99
1464,1465,Last Summer in the Hamptons (1995),2.33,3,6.99
1507,1508,"Babysitter, The (1995)",2.33,3,6.99
1423,1424,I Like It Like That (1994),2.33,3,6.99
1255,1256,"Designated Mourner, The (1997)",2.0,3,6.0
1490,1491,Tough and Deadly (1995),3.0,2,6.0
1496,1497,"Line King: Al Hirschfeld, The (1996)",3.0,2,6.0
1609,1610,"Truth or Consequences, N.M. (1997)",2.0,3,6.0
1553,1554,Safe Passage (1994),3.0,2,6.0
1390,1391,For Ever Mozart (1996),2.0,3,6.0
1386,1387,Fall (1997),2.0,3,6.0
1512,1513,Sprung (1997),2.0,3,6.0
1350,1351,Lover's Knot (1996),2.0,3,6.0
1518,1519,New Jersey Drive (1995),3.0,2,6.0
1357,1358,The Deadly Cure (1996),3.0,2,6.0
1551,1552,"Hunted, The (1995)",2.0,3,6.0
599,600,Daniel Defoe's Robinson Crusoe (1996),3.0,2,6.0
1549,1550,Destiny Turns on the Radio (1995),3.0,2,6.0
1610,1611,Intimate Relations (1996),3.0,2,6.0
1546,1547,"Show, The (1995)",3.0,2,6.0
1541,1542,"Scarlet Letter, The (1926)",3.0,2,6.0
1522,1523,"Good Man in Africa, A (1994)",3.0,2,6.0
1616,1617,Hugo Pool (1997),3.0,2,6.0
1305,1306,Delta of Venus (1994),3.0,2,6.0
1480,1481,S.F.W. (1994),3.0,2,6.0
1145,1146,Calendar Girl (1993),2.0,3,6.0
1291,1292,"Simple Wish, A (1997)",1.67,3,5.01
1651,1652,Temptress Moon (Feng Yue) (1996),1.67,3,5.01
1383,1384,Squeeze (1996),1.67,3,5.01
1608,1609,B*A*P*S (1997),1.67,3,5.01
787,788,Relative Fear (1994),1.67,3,5.01
1584,1585,American Dream (1990),2.5,2,5.0
1341,1342,"Convent, The (Convento, O) (1995)",2.5,2,5.0
1535,1536,Aiqing wansui (1994),5.0,1,5.0
776,777,Castle Freak (1995),1.25,4,5.0
1598,1599,Someone Else's America (1995),5.0,1,5.0
